HOUSEHOLD_KEY,BASKET_ID,DAY,PRODUCT_ID,QUANTITY,SALES_VALUE,STORE_ID,RETAIL_DISC,TRANS_TIME,WEEK_NO
50,30000000136,2021-12-27,1043,2,7.27,400,0.0,1730,52
38,30000000136,2021-01-06,1023,1,1.55,400,0.0,1809,1
2,30000000136,2021-11-14,1042,4,26.1,300,0.0,1341,46
66,30000000137,2021-06-18,1026,3,43.76,400,0.0,1699,25
68,30000000137,2021-07-24,1035,1,4.31,500,0.0,1275,30
42,30000000137,2021-12-11,1031,2,3.38,300,0.0,1579,50
69,30000000138,2021-09-05,1015,3,13.45,300,0.0,1075,36
2,30000000138,2021-12-18,1001,3,10.98,500,0.0,1185,51
9,30000000138,2021-06-23,1041,3,13.48,300,0.0,1896,25
84,30000000139,2021-09-12,1013,2,12.57,300,0.0,1681,37
58,30000000139,2021-12-06,1022,2,18.12,300,1.81,814,49
41,30000000139,2021-05-12,1044,3,4.44,500,0.0,1451,19
18,30000000140,2021-02-26,1011,3,15.29,500,0.0,2106,9
89,30000000140,2021-02-13,1004,5,7.07,400,0.71,2164,7
71,30000000140,2021-07-29,1039,4,38.38,500,0.0,1735,30
92,30000000141,2021-05-18,1034,2,9.84,300,0.98,891,20
38,30000000141,2021-01-13,1004,2,25.42,400,0.0,2071,2
19,30000000141,2021-09-08,1002,4,15.47,500,0.0,801,36
6,30000000142,2021-10-12,1023,4,4.34,400,0.43,1639,41
11,30000000142,2021-12-17,1001,3,27.88,400,0.0,997,51
32,30000000142,2021-02-25,1020,1,1.64,300,0.0,2178,8
19,30000000143,2021-09-01,1009,3,28.33,500,0.0,2190,35
7,30000000143,2021-12-18,1030,4,33.58,300,0.0,1435,51
23,30000000143,2021-03-06,1001,2,16.3,300,1.63,1159,10
68,30000000144,2021-06-22,1034,2,14.2,300,0.0,1118,25
6,30000000144,2021-06-18,1022,3,3.02,500,0.0,1080,25
7,30000000144,2021-07-25,1044,2,14.28,300,0.0,935,30
52,30000000145,2021-12-11,1017,1,2.73,500,0.0,1873,50
100,30000000145,2021-10-26,1047,2,5.62,500,0.0,1697,43
23,30000000145,2021-03-08,1027,1,4.64,500,0.0,1290,10
68,30000000146,2021-12-31,1032,1,3.15,500,0.32,2123,53
98,30000000146,2021-11-09,1026,2,5.04,500,0.0,1433,45
78,30000000146,2021-04-09,1009,3,11.3,500,0.0,1811,15
2,30000000147,2021-03-16,1003,2,18.21,300,0.0,2092,11
34,30000000147,2021-12-29,1012,3,29.86,500,0.0,1596,52
18,30000000147,2021-08-13,1030,3,11.96,300,0.0,1290,33
19,30000000148,2021-11-14,1029,2,12.62,300,0.0,1170,46
52,30000000148,2021-07-13,1015,2,3.84,300,0.0,1719,28
49,30000000148,2021-01-03,1044,1,3.01,400,0.0,2082,1
93,30000000149,2021-07-31,1024,2,2.97,500,0.0,1299,31
22,30000000149,2021-11-14,1039,3,16.6,400,0.0,1411,46
60,30000000149,2021-06-30,1026,1,2.08,500,0.0,1877,26
48,30000000150,2021-01-21,1001,4,37.01,400,0.0,1288,3
100,30000000150,2021-10-07,1035,3,4.55,500,0.0,1727,40
11,30000000150,2021-12-08,1025,4,7.35,500,0.73,1033,49
49,30000000151,2021-06-27,1033,1,1.26,500,0.13,1007,26
16,30000000151,2021-12-09,1012,3,33.02,500,0.0,2071,49
62,30000000151,2021-01-23,1009,5,26.48,500,0.0,1807,4
18,30000000152,2021-08-30,1018,2,2.71,300,0.0,1291,35
54,30000000152,2021-04-18,1024,4,27.81,400,0.0,1720,16
60,30000000152,2021-01-19,1030,1,8.55,400,0.86,1925,3
48,30000000153,2021-09-11,1025,2,17.67,400,0.0,883,37
72,30000000153,2021-02-25,1001,3,12.66,400,0.0,888,8
74,30000000153,2021-11-29,1040,3,24.62,300,0.0,2076,48
58,30000000154,2021-09-01,1050,2,16.52,400,0.0,1148,35
48,30000000154,2021-10-17,1044,3,30.34,300,0.0,1132,42
81,30000000154,2021-08-07,1006,3,28.87,300,0.0,1627,32
59,30000000155,2021-10-29,1006,2,16.76,300,0.0,1217,44
86,30000000155,2021-03-28,1022,1,1.71,500,0.0,1711,13
40,30000000155,2021-09-16,1019,1,9.99,500,0.0,1945,37
24,30000000156,2021-06-28,1049,4,19.38,400,0.0,1178,26
11,30000000156,2021-02-15,1048,3,16.91,500,0.0,2095,7
20,30000000156,2021-07-19,1018,4,20.45,400,2.04,1150,29
28,30000000157,2021-06-06,1041,3,3.09,300,0.0,1387,23
62,30000000157,2021-12-14,1025,4,35.16,300,0.0,1334,50
14,30000000157,2021-01-08,1002,2,6.21,500,0.0,1080,2
33,30000000158,2021-10-14,1019,4,12.25,300,0.0,1265,41
83,30000000158,2021-09-20,1014,3,25.32,500,2.53,1860,38
14,30000000158,2021-05-18,1043,1,11.02,300,0.0,805,20
11,30000000159,2021-03-15,1033,3,13.68,500,0.0,1909,11
67,30000000159,2021-11-28,1022,4,17.35,300,0.0,1734,48
21,30000000159,2021-03-20,1034,3,11.83,500,0.0,1220,12
88,30000000160,2021-11-16,1005,4,28.62,300,0.0,1791,46
62,30000000160,2021-01-31,1010,3,41.18,500,0.0,1746,5
16,30000000160,2021-09-04,1031,3,30.75,300,0.0,1045,36
35,30000000161,2021-12-23,1019,1,3.79,300,0.0,1751,51
68,30000000161,2021-10-12,1004,2,2.82,400,0.0,1670,41
47,30000000161,2021-01-11,1045,2,5.97,400,0.0,1161,2
44,30000000162,2021-01-28,1029,1,4.43,300,0.0,836,4
38,30000000162,2021-12-06,1027,1,4.53,300,0.45,1306,49
24,30000000162,2021-04-06,1025,2,16.42,300,1.64,1611,14
7,30000000163,2021-07-05,1045,3,14.66,500,0.0,1125,27
81,30000000163,2021-01-24,1023,4,32.46,400,3.25,2068,4
18,30000000163,2021-08-31,1009,3,19.88,300,0.0,1252,35
14,30000000164,2021-08-09,1019,1,10.44,300,1.04,883,32
74,30000000164,2021-06-03,1044,2,16.68,500,0.0,1920,22
7,30000000164,2021-06-22,1022,2,17.49,500,0.0,1394,25
20,30000000165,2021-12-22,1011,2,16.37,300,1.64,822,51
35,30000000165,2021-05-01,1040,2,5.42,300,0.54,868,18
71,30000000165,2021-09-11,1030,2,19.65,300,0.0,1764,37
86,30000000166,2021-06-14,1036,2,12.78,500,1.28,997,24
23,30000000166,2021-03-13,1017,2,18.3,400,0.0,1932,11
61,30000000166,2021-07-21,1010,3,5.28,500,0.0,1385,29
92,30000000167,2021-11-23,1008,3,15.59,400,0.0,1307,47
56,30000000167,2021-10-27,1031,3,32.53,300,0.0,1933,43
7,30000000167,2021-03-21,1023,3,12.71,300,1.27,1660,12
69,30000000168,2021-10-11,1016,2,6.82,500,0.0,1685,41
69,30000000168,2021-01-17,1003,3,16.84,300,0.0,1423,3
49,30000000168,2021-02-08,1036,2,10.4,300,0.0,1611,6
43,30000000169,2021-08-28,1012,2,12.36,300,0.0,2090,35
99,30000000169,2021-11-15,1023,1,1.12,500,0.0,1731,46
71,30000000169,2021-09-02,1022,4,15.69,400,0.0,1505,35
18,30000000170,2021-02-20,1024,3,21.89,500,0.0,1015,8
93,30000000170,2021-01-22,1013,4,10.51,400,1.05,1731,4
22,30000000170,2021-04-23,1007,2,7.62,300,0.0,940,17
80,30000000171,2021-11-28,1037,3,8.09,300,0.0,1997,48
61,30000000171,2021-06-18,1022,3,25.68,300,0.0,1490,25
5,30000000171,2021-08-01,1012,4,24.25,300,0.0,962,31
59,30000000172,2021-12-01,1008,3,13.92,400,0.0,1557,48
15,30000000172,2021-06-26,1045,1,9.05,400,0.0,1896,26
91,30000000172,2021-08-27,1034,2,13.58,400,0.0,1007,35
76,30000000173,2021-07-28,1025,3,15.81,300,0.0,1712,30
19,30000000173,2021-05-24,1001,2,7.63,300,0.76,1113,21
37,30000000173,2021-10-10,1035,4,6.97,300,0.0,1318,41
79,30000000174,2021-07-17,1047,4,33.65,500,3.37,1571,29
24,30000000174,2021-02-02,1032,3,29.18,500,0.0,1867,5
88,30000000174,2021-04-27,1028,2,10.08,300,0.0,1928,17
82,30000000175,2021-03-22,1008,4,17.88,500,0.0,964,12
84,30000000175,2021-01-24,1026,2,16.07,400,1.61,1827,4
94,30000000175,2021-09-12,1002,3,16.86,500,1.69,1587,37
15,30000000176,2021-01-11,1032,2,5.04,500,0.5,942,2
79,30000000176,2021-07-04,1033,3,6.85,300,0.69,1807,27
13,30000000176,2021-05-11,1013,3,18.48,300,0.0,2065,19
80,30000000177,2021-01-22,1031,3,8.67,400,0.0,1253,4
86,30000000177,2021-02-16,1046,2,9.44,300,0.0,1244,7
58,30000000177,2021-09-03,1019,3,28.51,400,0.0,1615,36
3,30000000178,2021-08-12,1008,1,6.11,400,0.0,2048,32
13,30000000178,2021-05-08,1007,3,17.12,300,0.0,1573,19
36,30000000178,2021-02-21,1003,2,10.71,300,1.07,932,8
32,30000000179,2021-12-06,1021,2,15.0,400,0.0,1171,49
32,30000000179,2021-02-05,1043,1,6.09,500,0.0,1516,6
75,30000000179,2021-09-26,1045,3,27.86,400,0.0,1022,39
75,30000000180,2021-03-11,1009,1,3.58,500,0.0,2174,10
78,30000000180,2021-02-02,1005,2,10.16,300,0.0,1783,5
6,30000000180,2021-12-05,1025,2,12.41,300,0.0,1438,49
72,30000000181,2021-10-02,1006,4,11.56,300,0.0,2157,40
91,30000000181,2021-09-24,1037,2,19.72,500,0.0,860,39
67,30000000181,2021-12-28,1031,2,21.54,500,2.15,2071,52
48,30000000182,2021-11-14,1038,3,43.2,500,0.0,1104,46
31,30000000182,2021-07-24,1024,3,26.41,400,2.64,1071,30
37,30000000182,2021-12-09,1034,2,4.47,500,0.0,1589,49
87,30000000183,2021-08-04,1050,2,9.21,400,0.0,1564,31
15,30000000183,2021-08-23,1002,1,5.26,500,0.0,1012,34
29,30000000183,2021-10-31,1019,2,12.33,500,0.0,1884,44
77,30000000184,2021-09-26,1019,3,35.29,500,0.0,1778,39
97,30000000184,2021-11-12,1032,4,15.4,500,0.0,1779,46
10,30000000184,2021-11-21,1017,4,19.78,400,1.98,1061,47
51,30000000185,2021-02-26,1039,3,14.71,500,0.0,1082,9
38,30000000185,2021-12-31,1030,1,3.46,400,0.0,1991,53
91,30000000185,2021-02-18,1041,2,15.53,400,0.0,1115,7
93,30000000186,2021-08-30,1010,3,10.04,400,1.0,1578,35
66,30000000186,2021-02-22,1010,3,8.83,400,0.0,896,8
49,30000000186,2021-02-02,1029,2,12.6,400,0.0,1616,5
50,30000000187,2021-10-30,1020,4,35.43,400,0.0,2096,44
40,30000000187,2021-06-12,1032,1,7.45,300,0.75,1056,24
72,30000000187,2021-10-16,1026,3,29.91,300,0.0,1620,42
36,30000000188,2021-04-14,1011,2,17.53,400,0.0,812,15
29,30000000188,2021-12-26,1012,2,11.8,300,1.18,892,52
9,30000000188,2021-04-16,1044,3,18.82,300,0.0,1122,16
5,30000000189,2021-03-23,1007,2,17.43,300,0.0,1027,12
16,30000000189,2021-06-30,1034,2,13.54,300,0.0,811,26
35,30000000189,2021-11-11,1011,1,9.58,300,0.0,1855,45
87,30000000190,2021-12-04,1008,3,23.09,500,0.0,1727,49
67,30000000190,2021-10-01,1039,4,45.63,300,0.0,1777,40
19,30000000190,2021-08-03,1002,4,35.16,400,0.0,1753,31
23,30000000191,2021-03-03,1050,2,6.0,400,0.0,1735,9
31,30000000191,2021-05-22,1039,3,13.47,400,0.0,1451,21
41,30000000191,2021-08-19,1022,3,10.95,500,0.0,1673,33
50,30000000192,2021-07-28,1016,3,25.72,500,0.0,1315,30
60,30000000192,2021-07-13,1004,2,9.57,300,0.96,1277,28
21,30000000192,2021-09-04,1034,4,21.57,300,2.16,1168,36
74,30000000193,2021-10-28,1029,3,18.4,500,0.0,2151,43
21,30000000193,2021-10-09,1014,3,14.52,500,0.0,1861,41
33,30000000193,2021-08-20,1009,4,46.43,300,0.0,1810,34
52,30000000194,2021-03-14,1008,2,8.31,500,0.83,920,11
29,30000000194,2021-04-27,1032,1,4.59,300,0.0,1833,17
95,30000000194,2021-11-18,1048,3,17.35,500,1.74,1915,46
40,30000000195,2021-06-28,1008,1,3.35,500,0.0,2051,26
18,30000000195,2021-10-22,1018,2,8.01,500,0.0,1005,43
31,30000000195,2021-11-07,1008,3,32.95,400,0.0,1084,45
4,30000000196,2021-02-25,1030,3,4.09,500,0.0,1650,8
89,30000000196,2021-06-01,1047,2,16.74,400,0.0,1838,22
48,30000000196,2021-12-24,1021,3,5.74,400,0.57,1345,52
90,30000000197,2021-04-25,1043,5,49.8,500,0.0,825,17
22,30000000197,2021-02-24,1021,4,13.76,500,0.0,1236,8
94,30000000197,2021-03-16,1018,2,5.19,400,0.0,1685,11
96,30000000198,2021-04-05,1008,3,9.27,500,0.0,1660,14
91,30000000198,2021-07-25,1002,4,20.8,500,2.08,1812,30
15,30000000198,2021-04-27,1028,1,9.68,500,0.97,958,17
50,30000000199,2021-04-28,1027,3,18.09,300,1.81,901,17
72,30000000199,2021-08-09,1009,4,16.0,500,0.0,1984,32
43,30000000199,2021-04-25,1031,3,5.4,500,0.0,1321,17
89,30000000200,2021-06-10,1035,3,9.54,300,0.0,1773,23
96,30000000200,2021-05-23,1017,4,36.37,500,0.0,2008,21
52,30000000200,2021-01-06,1037,1,7.66,500,0.77,1625,1
48,30000000201,2021-02-02,1032,2,13.28,400,0.0,1949,5
31,30000000201,2021-08-11,1015,3,41.14,500,0.0,1092,32
76,30000000201,2021-10-21,1041,3,22.58,500,0.0,1831,42
58,30000000202,2021-07-21,1018,3,18.76,500,0.0,1552,29
50,30000000202,2021-01-31,1039,4,22.81,300,0.0,931,5
92,30000000202,2021-10-11,1042,3,7.99,400,0.0,2104,41
69,30000000203,2021-09-22,1028,1,7.92,500,0.0,1549,38
48,30000000203,2021-06-02,1045,3,20.65,400,0.0,1969,22
63,30000000203,2021-03-24,1019,2,2.67,300,0.27,1439,12
100,30000000204,2021-08-03,1048,2,18.2,500,0.0,1540,31
75,30000000204,2021-07-27,1019,1,8.36,400,0.0,2114,30
100,30000000204,2021-04-06,1001,2,8.07,300,0.0,1843,14
33,30000000205,2021-02-13,1025,4,25.8,500,2.58,1303,7
86,30000000205,2021-01-25,1027,1,6.13,500,0.0,1392,4
60,30000000205,2021-01-04,1040,2,21.64,400,0.0,892,1
31,30000000206,2021-08-26,1039,3,8.58,300,0.0,1317,34
56,30000000206,2021-03-02,1003,3,10.44,300,0.0,1098,9
76,30000000206,2021-01-07,1016,3,16.01,400,0.0,2120,1
42,30000000207,2021-12-26,1004,2,19.93,500,0.0,1003,52
61,30000000207,2021-08-14,1009,4,25.98,500,0.0,1272,33
44,30000000207,2021-05-13,1043,2,5.04,500,0.5,859,19
71,30000000208,2021-05-30,1040,3,11.34,400,0.0,1744,22
83,30000000208,2021-07-12,1048,3,7.86,500,0.79,1189,28
52,30000000208,2021-08-16,1025,1,2.18,300,0.0,1597,33
78,30000000209,2021-12-05,1013,3,27.0,500,0.0,1883,49
48,30000000209,2021-08-06,1009,3,36.09,300,0.0,1296,32
17,30000000209,2021-04-01,1012,4,28.55,300,0.0,1117,13
82,30000000210,2021-12-17,1033,2,12.55,300,0.0,1261,51
87,30000000210,2021-07-29,1037,2,4.1,400,0.0,1463,30
10,30000000210,2021-08-26,1002,2,9.71,300,0.0,1714,34
93,30000000211,2021-11-04,1014,2,12.13,500,1.21,1968,44
11,30000000211,2021-02-01,1022,3,23.84,500,0.0,1008,5
70,30000000211,2021-06-04,1006,4,37.37,400,3.74,1681,23
40,30000000212,2021-03-09,1044,2,14.83,300,0.0,2153,10
97,30000000212,2021-05-17,1003,3,8.29,500,0.0,927,20
56,30000000212,2021-12-13,1018,3,11.67,300,0.0,869,50
3,30000000213,2021-05-21,1045,2,10.07,300,0.0,1197,21
65,30000000213,2021-08-06,1035,4,35.37,500,0.0,2009,32
2,30000000213,2021-12-01,1003,4,27.2,500,0.0,1745,48
88,30000000214,2021-03-24,1040,2,2.42,400,0.0,1130,12
98,30000000214,2021-02-04,1044,1,7.79,400,0.0,2095,5
16,30000000214,2021-03-23,1021,2,28.01,400,2.8,1895,12
32,30000000215,2021-12-24,1031,1,10.0,500,0.0,1161,52
36,30000000215,2021-02-16,1008,2,13.1,500,0.0,1831,7
23,30000000215,2021-12-23,1021,1,5.06,300,0.0,1033,51
29,30000000216,2021-03-28,1002,1,5.2,500,0.0,2068,13
44,30000000216,2021-07-07,1037,1,7.5,500,0.0,1646,27
67,30000000216,2021-06-08,1018,2,17.8,400,1.78,2026,23
71,30000000217,2021-12-22,1011,2,15.45,400,0.0,1857,51
1,30000000217,2021-08-05,1026,4,10.01,400,0.0,977,31
39,30000000217,2021-02-25,1013,3,10.78,400,0.0,2188,8
95,30000000218,2021-07-03,1017,3,13.81,500,1.38,1224,27
94,30000000218,2021-09-02,1002,2,16.45,300,0.0,1240,35
20,30000000218,2021-03-12,1041,2,15.49,500,0.0,1054,11
46,30000000219,2021-01-06,1013,1,7.24,300,0.0,1645,1
4,30000000219,2021-04-19,1040,3,13.12,300,0.0,2032,16
94,30000000219,2021-12-12,1022,2,4.53,400,0.0,1354,50
18,30000000220,2021-10-29,1017,4,8.29,300,0.0,946,44
16,30000000220,2021-07-06,1049,4,43.78,500,4.38,1358,27
10,30000000220,2021-09-27,1019,4,23.22,400,0.0,1808,39
42,30000000221,2021-11-12,1046,4,13.75,500,1.38,1048,46
17,30000000221,2021-08-12,1030,2,11.42,500,1.14,1500,32
15,30000000221,2021-09-12,1003,3,21.69,400,0.0,1780,37
15,30000000222,2021-05-30,1033,2,6.24,400,0.0,2003,22
65,30000000222,2021-05-09,1040,3,21.8,400,0.0,1804,19
10,30000000222,2021-04-22,1012,2,18.92,300,0.0,1103,16
40,30000000223,2021-06-05,1001,1,7.44,300,0.0,1632,23
52,30000000223,2021-07-12,1008,1,7.66,300,0.0,2197,28
47,30000000223,2021-02-19,1014,2,18.21,300,0.0,1985,8
27,30000000224,2021-11-16,1047,2,7.2,400,0.0,2108,46
26,30000000224,2021-11-22,1050,2,10.08,500,0.0,876,47
6,30000000224,2021-01-18,1016,3,20.32,400,0.0,950,3
5,30000000225,2021-08-27,1009,2,14.93,400,1.49,1229,35
95,30000000225,2021-10-04,1048,4,19.64,500,1.96,1995,40
88,30000000225,2021-01-18,1049,4,30.51,400,0.0,1541,3
54,30000000226,2021-02-09,1041,3,25.77,400,0.0,1486,6
32,30000000226,2021-01-02,1008,2,16.66,300,0.0,2101,1
52,30000000226,2021-08-28,1030,2,18.76,500,1.88,957,35
42,30000000227,2021-02-09,1020,2,21.67,400,0.0,1091,6
82,30000000227,2021-05-08,1040,2,26.75,300,2.68,1241,19
10,30000000227,2021-11-18,1044,3,6.57,500,0.66,1338,46
40,30000000228,2021-01-19,1016,1,8.3,500,0.0,1705,3
27,30000000228,2021-03-31,1032,2,7.14,300,0.0,1182,13
70,30000000228,2021-09-19,1017,2,20.77,300,0.0,1318,38
66,30000000229,2021-08-16,1017,3,41.85,400,0.0,1629,33
23,30000000229,2021-02-27,1006,3,28.74,400,0.0,865,9
47,30000000229,2021-10-09,1021,1,6.07,400,0.61,1032,41
63,30000000230,2021-02-11,1017,2,15.12,500,0.0,1353,6
95,30000000230,2021-05-16,1011,2,5.27,300,0.0,2105,20
4,30000000230,2021-03-03,1019,3,8.37,300,0.0,1889,9
67,30000000231,2021-08-16,1018,3,5.37,500,0.0,1317,33
77,30000000231,2021-10-09,1050,4,35.31,400,3.53,1947,41
70,30000000231,2021-04-10,1025,3,7.68,500,0.0,867,15
26,30000000232,2021-11-22,1050,2,4.26,400,0.0,2113,47
63,30000000232,2021-09-24,1026,2,3.45,400,0.0,1480,39
86,30000000232,2021-05-16,1038,2,15.3,300,0.0,1681,20
75,30000000233,2021-06-06,1041,2,10.11,300,0.0,1414,23
20,30000000233,2021-07-27,1037,3,29.54,500,2.95,2085,30
66,30000000233,2021-02-18,1047,3,43.6,500,4.36,1978,7
12,30000000234,2021-09-07,1038,2,12.59,300,0.0,1996,36
41,30000000234,2021-01-22,1024,4,31.96,500,0.0,1686,4
10,30000000234,2021-05-01,1013,4,35.89,400,0.0,1817,18
56,30000000235,2021-11-21,1004,4,35.92,400,0.0,2166,47
90,30000000235,2021-07-17,1022,3,16.76,400,1.68,1359,29
29,30000000235,2021-08-07,1017,2,8.63,500,0.0,1971,32
79,30000000236,2021-03-20,1023,4,13.53,500,0.0,1777,12
40,30000000236,2021-01-06,1006,2,7.33,400,0.0,826,1
83,30000000236,2021-11-25,1040,3,20.47,300,0.0,840,47
25,30000000237,2021-11-22,1002,1,1.27,400,0.0,2097,47
77,30000000237,2021-02-05,1048,4,45.87,400,4.59,889,6
29,30000000237,2021-07-03,1024,2,28.25,400,0.0,1216,27
25,30000000238,2021-01-10,1013,2,11.74,500,0.0,1323,2
18,30000000238,2021-12-10,1014,4,5.49,400,0.0,1241,50
86,30000000238,2021-11-01,1012,2,4.39,300,0.0,1859,44
94,30000000239,2021-10-22,1020,3,19.15,300,0.0,998,43
48,30000000239,2021-06-24,1008,3,29.65,400,2.96,1841,25
38,30000000239,2021-12-08,1001,2,26.53,300,0.0,1007,49
16,30000000240,2021-11-03,1043,3,15.07,500,0.0,1021,44
59,30000000240,2021-08-25,1032,3,31.22,400,0.0,2008,34
5,30000000240,2021-03-10,1017,3,20.41,500,2.04,1068,10
53,30000000241,2021-07-31,1044,3,11.17,500,0.0,1977,31
11,30000000241,2021-09-22,1038,4,13.46,400,0.0,1622,38
45,30000000241,2021-03-10,1035,2,8.46,300,0.0,2009,10
40,30000000242,2021-11-01,1002,2,15.86,300,0.0,1311,44
87,30000000242,2021-03-08,1018,4,33.14,500,0.0,1944,10
11,30000000242,2021-07-16,1038,2,11.94,500,0.0,1300,29
77,30000000243,2021-11-06,1050,3,28.92,300,0.0,1393,45
57,30000000243,2021-09-27,1027,4,32.07,400,0.0,1112,39
53,30000000243,2021-03-16,1022,4,23.98,300,0.0,907,11
93,30000000244,2021-05-08,1031,3,24.44,300,0.0,1300,19
10,30000000244,2021-09-07,1010,3,22.39,300,0.0,1533,36
47,30000000244,2021-07-19,1023,1,2.15,500,0.0,948,29
52,30000000245,2021-02-05,1030,2,8.19,500,0.0,1071,6
51,30000000245,2021-05-20,1024,2,8.71,400,0.0,1779,20
44,30000000245,2021-04-12,1027,2,11.54,400,0.0,2144,15
46,30000000246,2021-01-18,1026,2,18.15,300,0.0,1816,3
35,30000000246,2021-04-09,1048,1,9.06,400,0.91,864,15
41,30000000246,2021-08-23,1035,2,11.82,500,0.0,1021,34
47,30000000247,2021-03-28,1002,2,15.11,500,0.0,1184,13
37,30000000247,2021-08-20,1001,3,15.38,300,0.0,2149,34
98,30000000247,2021-10-07,1006,2,19.81,300,0.0,1711,40
8,30000000248,2021-09-26,1013,3,27.26,300,0.0,1072,39
86,30000000248,2021-11-10,1027,2,13.48,300,0.0,2142,45
57,30000000248,2021-08-14,1005,3,23.56,400,0.0,2160,33
5,30000000249,2021-01-26,1027,3,20.17,500,0.0,1825,4
91,30000000249,2021-12-23,1014,2,9.96,500,0.0,1732,51
12,30000000249,2021-12-08,1035,2,15.35,500,0.0,1019,49
91,30000000250,2021-03-09,1011,4,25.76,300,2.58,1794,10
21,30000000250,2021-11-25,1007,3,15.34,500,1.53,1943,47
14,30000000250,2021-12-30,1018,1,2.78,400,0.0,2162,52
4,30000000251,2021-06-21,1002,4,7.19,400,0.0,1719,25
19,30000000251,2021-12-12,1015,5,15.32,300,1.53,1020,50
75,30000000251,2021-05-03,1022,2,13.12,500,1.31,1737,18
26,30000000252,2021-11-19,1036,3,14.44,400,0.0,2069,47
9,30000000252,2021-01-23,1025,4,17.51,500,0.0,926,4
30,30000000252,2021-12-03,1033,2,15.05,300,0.0,2031,49
44,30000000253,2021-07-03,1006,2,9.57,300,0.96,1780,27
47,30000000253,2021-02-08,1027,1,2.02,400,0.0,2054,6
92,30000000253,2021-11-07,1013,4,11.15,400,0.0,1306,45
6,30000000254,2021-04-22,1034,3,5.86,400,0.59,1041,16
94,30000000254,2021-11-14,1007,4,14.6,300,1.46,1409,46
97,30000000254,2021-01-26,1041,4,24.72,300,0.0,1716,4
97,30000000255,2021-10-21,1023,3,6.06,400,0.0,1541,42
64,30000000255,2021-05-14,1031,1,5.12,500,0.0,1256,20
18,30000000255,2021-01-03,1042,2,18.01,400,0.0,1529,1
62,30000000256,2021-01-10,1040,4,14.7,300,0.0,1135,2
5,30000000256,2021-03-30,1001,3,14.18,300,0.0,2145,13
85,30000000256,2021-04-02,1047,3,6.25,400,0.0,1314,14
21,30000000257,2021-07-07,1015,2,9.76,500,0.98,1207,27
27,30000000257,2021-09-13,1034,1,4.74,500,0.0,1433,37
38,30000000257,2021-01-13,1010,1,2.85,400,0.0,1738,2
67,30000000258,2021-07-10,1033,4,43.89,500,0.0,1355,28
72,30000000258,2021-04-29,1037,4,4.22,300,0.0,1789,17
94,30000000258,2021-04-05,1046,4,30.36,300,3.04,1346,14
98,30000000259,2021-04-10,1024,1,9.76,300,0.0,2152,15
56,30000000259,2021-01-04,1032,2,14.17,500,0.0,1334,1
30,30000000259,2021-04-20,1026,3,24.49,400,0.0,820,16
89,30000000260,2021-10-10,1017,3,13.86,500,0.0,1040,41
39,30000000260,2021-05-12,1013,3,7.51,400,0.0,1501,19
84,30000000260,2021-07-28,1006,3,20.41,400,0.0,2066,30
90,30000000261,2021-03-02,1035,2,12.88,500,0.0,1215,9
85,30000000261,2021-10-10,1026,4,17.87,400,0.0,1262,41
58,30000000261,2021-06-19,1021,3,27.52,400,0.0,1618,25
47,30000000262,2021-11-16,1040,1,9.84,500,0.0,1958,46
90,30000000262,2021-03-26,1047,3,25.7,500,0.0,1829,13
90,30000000262,2021-12-23,1017,4,19.82,500,0.0,985,51
72,30000000263,2021-05-18,1022,4,11.62,300,0.0,1256,20
99,30000000263,2021-11-22,1012,2,2.21,500,0.0,1432,47
30,30000000263,2021-11-05,1031,4,35.21,400,3.52,2012,45
5,30000000264,2021-01-29,1042,4,27.92,400,0.0,1754,5
87,30000000264,2021-09-26,1016,3,20.42,300,0.0,1782,39
15,30000000264,2021-03-27,1028,2,19.5,400,0.0,2077,13
71,30000000265,2021-11-23,1040,3,12.32,500,0.0,1287,47
84,30000000265,2021-01-25,1039,4,14.13,500,1.41,2139,4
42,30000000265,2021-04-10,1008,3,33.54,300,0.0,1505,15
63,30000000266,2021-02-25,1049,2,13.78,300,0.0,1129,8
67,30000000266,2021-11-27,1034,3,7.06,500,0.0,1916,48
41,30000000266,2021-03-26,1038,3,24.72,300,0.0,835,13
8,30000000267,2021-03-13,1048,4,28.28,500,2.83,885,11
40,30000000267,2021-11-24,1002,2,3.32,300,0.0,1031,47
17,30000000267,2021-07-13,1024,3,15.15,300,0.0,1452,28
56,30000000268,2021-02-05,1008,4,24.75,500,2.48,1538,6
13,30000000268,2021-01-06,1011,4,15.64,300,0.0,1848,1
48,30000000268,2021-11-17,1017,4,15.24,500,0.0,1550,46
50,30000000269,2021-06-02,1050,4,16.56,500,0.0,1309,22
79,30000000269,2021-01-11,1007,4,10.95,300,1.09,1081,2
69,30000000269,2021-12-18,1009,1,2.85,500,0.29,1021,51
1,30000000270,2021-08-05,1020,4,11.58,500,0.0,2138,31
45,30000000270,2021-09-04,1005,4,17.58,400,0.0,1734,36
18,30000000270,2021-11-22,1015,3,17.09,300,0.0,1501,47
9,30000000271,2021-11-26,1012,2,8.78,400,0.0,1925,48
42,30000000271,2021-12-14,1048,3,25.55,300,0.0,1293,50
94,30000000271,2021-07-31,1011,3,25.92,300,2.59,1456,31
24,30000000272,2021-07-27,1049,2,7.24,500,0.0,1892,30
70,30000000272,2021-10-02,1048,2,23.96,400,0.0,1320,40
